jurisdiction,topic_key,topic_label,source_url,notes
Louisiana,harassment_training,Harassment Training,https://www.lsu.edu/hrm/training_org_development/mandatory_employee_training.php,Mandatory Employee Training – 
Louisiana,posting_requirements,Posting Requirements,https://www.civilservice.louisiana.gov/files/HRHandbook/Chapter22-COMPLETE.pdf,HR Handbook-Chapter 22 – 
Louisiana,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://www.dnr.louisiana.gov/assets/HR/Policies/HR/HR32-Amer_with_Disabilities_Act_Rev102022.pdf,AMERICANS WITH DISABILITIES ACT – 
Louisiana,meal_rest_breaks,Meal & Rest Breaks,https://www.laworks.net/laborlaws.asp,Labor Laws - Louisiana Workforce Commission – 
Louisiana,jury_duty_leave,Jury Duty Leave,https://www.civilservice.louisiana.gov/csrules/chapter11.aspx,"Hours of Work, Annual, Sick and Other Forms of Leave – "
Louisiana,bereavement_leave,Bereavement Leave,https://www.workforcehub.com/hr-laws-and-regulations/louisiana/louisiana-bereavement-leave-laws/,Louisiana Bereavement Leave Laws - WorkforceHub – 
Louisiana,non_compete,Non-Compete Enforcement Rules,https://www.legis.la.gov/Legis/Law.aspx?d=84015,Louisiana Laws - Louisiana State Legislature – 
Louisiana,background_checks,Background Check / Ban-the-Box,https://ldh.la.gov/page/3777,Criminal Background Check Information | Louisiana Department of Health – 
Louisiana,mini_warn,Mini-WARN & Separation Notices,https://www.laworks.net/workforcedev/wfd_warnfacts.asp,Worker Adjustment and Retraining Notification Act Fact Sheet - Louisiana Workforce Commission – 
Louisiana,everify,E-Verify / Employment Verification,https://www.doa.la.gov/doa/osup/state-agencies/e-verify/,E-Verify - Louisiana Division of Administration – 
Louisiana,workers_comp,Workers’ Compensation Requirements,https://www.laworks.net/workerscomp/owc_mainmenu.asp,Businesses - Louisiana Workforce Commission – 
Louisiana,prevailing_wage,Prevailing Wage Laws (public contracts),https://www.dol.gov/agencies/whd/government-contracts/state-assignments,Branch of Construction Wage Determinations – 
Louisiana,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.doa.la.gov/media/ytqfftlv/attendance-leave-work-hours-guide.pdf,Attendance Policy Guide.doc – 
Louisiana,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.doa.la.gov/media/wvmhsr1r/informationsecuritypolicy-v-1-0-3.pdf,Information Security Policy (The State of Louisiana) – 
Louisiana,right_to_work,Right-to-Work Laws (where applicable),https://www.nrtw.org/right-to-work-states-louisiana/,Right to Work States: Louisiana - National Right to Work Legal Defense Foundation – 
Louisiana,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://lcle.la.gov/programs/lavine/,LAVINE – 
Louisiana,voting_leave,Voting / Civic Leave,https://www.sos.la.gov/PublishedDocuments/ElectionsAndVoting.pdf,Elections & Voting – 
Louisiana,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://ldh.la.gov/page/2620,Occupational Health – 
Louisiana,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.doa.la.gov/media/zdua1ev1/32v01-09.pdf,Table of Contents Title 32 EMPLOYEE BENEFITS – 
Maine,minimum_wage,Minimum Wage,https://www.maine.gov/labor/labor_laws/minimumwagefaq/,MDOL: New Minimum Wage Increases – 
Maine,overtime,Overtime & Hours,https://www.maine.gov/labor/labor_laws/overtime.html,Overtime Rule Changes that Apply to Maine Employers – 
Maine,paid_sick_leave,Paid Sick Leave,https://www.maine.gov/labor/labor_laws/earnedpaidleave/,MDOL: Earned Paid Leave page - Labor Laws – 
Maine,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.maine.gov/paidleave/,MDOL: Paid Family and Medical Leave – 
Maine,final_pay,Final Pay / Vacation Payout,https://legislature.maine.gov/statutes/26/title26sec626.html,"Title 26, §626: Cessation of employment – "
Maine,pay_frequency,Pay Frequency & Payday Timing,https://legislature.maine.gov/statutes/26/title26sec621-A.html,"Title 26, §621-A: Timely and full payment of wages – "
Maine,harassment_training,Harassment Training,https://www.maine.gov/labor/labor_laws/publications/2017/SexualHarrassmentEducationandTraining.pdf,Sexual Harassment – 
Maine,posting_requirements,Posting Requirements,https://legislature.maine.gov/statutes/26/title26sec42-B.html,"Title 26, §42-B: Bureau to furnish poster or notice outlining ... – "
Maine,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://www.maine.gov/bhr/sites/maine.gov.bhr/files/inline-files/Final%20Policy%20on%20Pregnancy%2C%20Childbirth%2C%20and%20Related%20Medical%20Conditions.pdf,"Final Policy on Pregnancy, Childbirth, and Related Medical ... – "
Maine,meal_rest_breaks,Meal & Rest Breaks,https://legislature.maine.gov/statutes/26/title26sec601.html,"Title 26, §601: Rest breaks – "
Maine,jury_duty_leave,Jury Duty Leave,https://www.courts.maine.gov/juror/notice.shtml,State of Maine Judicial Branch – 
Maine,bereavement_leave,Bereavement Leave,https://www.maine.gov/bhr/state-hr-professionals/rules-policies/policy-practices-manual/Bereavement-Leave,12.8 Bereavement Leave | Bureau of Human Resources – 
Maine,non_compete,Non-Compete Enforcement Rules,https://legislature.maine.gov/statutes/26/title26sec599-A.html,"Title 26, §599-A: Noncompete agreements – "
Maine,background_checks,Background Check / Ban-the-Box,https://mainelegislature.org/legis/statutes/26/title26sec600-A.html,"Title 26, §600-A: Criminal history record information; employment application – "
Maine,mini_warn,Mini-WARN & Separation Notices,https://www.maine.gov/labor/labor_laws/employeerightsguide/,MDOL: Maine Employee Rights Guide - Labor Laws – 
Maine,everify,E-Verify / Employment Verification,http://www.maine.gov/bhr/state-hr-professionals/rules-policies/policy-practices-manual/Verification-of-Eligibility-for-Employment-Form-I-9,5.2 Verification of Eligibility for Employment (Form I-9) – 
Maine,workers_comp,Workers’ Compensation Requirements,https://www.maine.gov/pfr/insurance/sites/maine.gov.pfr.insurance/files/inline-files/workers_comp_employer_guide.pdf,Microsoft Word - Workers Comp Guide.docx – 
Maine,prevailing_wage,Prevailing Wage Laws (public contracts),https://www.maine.gov/labor/labor_stats/publications/wagerateconst/prevailingwage/index.shtml,Prevailing Wage Listed by County page – 
Maine,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://legislature.maine.gov/statutes/26/title26sec601.html,"Title 26, §601: Rest breaks – "
Maine,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://legislature.maine.gov/testimony/resources/JUD20230522Fitzgerald133291947956047043.pdf,EPIC Statement 1 LD 1705 Biometric Privacy ... – 
Maine,right_to_work,Right-to-Work Laws (where applicable),https://mainelegislature.org/legis/statutes/26/title26sec979-B.html,"Title 26, §979-B: Right of state employees or legislative employees to join or refrain from joining labor organizations; prohibition – "
Maine,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://mainelegislature.org/legis/statutes/26/title26sec850.html,"Title 26, §850: Employment leave for victims of violence – "
Maine,voting_leave,Voting / Civic Leave,https://www.maine.gov/sos/elections-voting,Elections & Voting | Sos – 
Maine,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://www.osha.gov/stateplans/me,Maine State Plan | Occupational Safety and Health Administration – 
Maine,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://tra401k.com/me-saves/,Maine Saves Retirement Program - Maine Retirement Mandate – 
Maryland,minimum_wage,Minimum Wage,https://www.dllr.state.md.us/labor/wages/wagehrfacts.shtml,Maryland Minimum Wage and Overtime Law - Employment Standards Service (ESS) – 
Maryland,overtime,Overtime & Hours,https://www.dllr.state.md.us/labor/wagepay/wpotgenl.shtml,Overtime: In General - The Maryland Guide to Wage Payment and Employment Standards – 
Maryland,paid_sick_leave,Paid Sick Leave,https://dllr.state.md.us/paidleave/,Sick and Safe Leave - Employment Standards Service – 
Maryland,family_medical_leave,Paid Family / Medical Leave (PFML),https://paidleave.maryland.gov/,Paid Family and Medical Leave (maryland.gov) – 
Maryland,final_pay,Final Pay / Vacation Payout,https://law.justia.com/codes/maryland/labor-and-employment/title-3/subtitle-5/section-3-505/,2024 Maryland Statutes :: Labor and Employment :: Title 3 - Employment Standards and Conditions :: Subtitle 5 - Wage Payment and Collection :: Section 3-505 - Payment on Termination of Employment; Accrued Leave – 
Maryland,pay_frequency,Pay Frequency & Payday Timing,https://www.dllr.state.md.us/labor/wagepay/wpfrequency.shtml,Frequency of Pay - The Maryland Guide to Wage Payment and Employment Standards – 
Maryland,harassment_training,Harassment Training,https://dbm.maryland.gov/eeo/documents/eeo-training/harassmentworkplace-noaudio.pdf,EEO Training: Harrassment in the Workplace – 
Maryland,posting_requirements,Posting Requirements,https://www.dllr.state.md.us/oeope/poster.shtml,Employment Related Posters and Notices - Maryland Department of Labor – 
Maryland,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://mccr.maryland.gov/Documents/publications/Publications_2edb.Reas.%20Acc.Preg.Guidance.09.09.13.pdf,Guidance Resonable Accomodation for Disabilities due to ... – 
Maryland,meal_rest_breaks,Meal & Rest Breaks,https://labor.maryland.gov/labor/wagepay/wpbreaks.shtml,"Breaks, Benefits and Days Off - The Maryland Guide to ... – "
Maryland,jury_duty_leave,Jury Duty Leave,https://www.mdcourts.gov/clerks/calvert/faqsjuryduty,Frequently Asked Questions - Jury Duty – 
Maryland,bereavement_leave,Bereavement Leave,https://dbm.maryland.gov/employees/pages/leave_home.aspx,Leave Information – 
Maryland,non_compete,Non-Compete Enforcement Rules,https://mgaleg.maryland.gov/2024RS/bills/sb/sb1182f.pdf,2024 Regular Session  - Senate Bill 1182 First Reader – 
Maryland,background_checks,Background Check / Ban-the-Box,https://www.dllr.state.md.us/labor/wages/esscrimscreen.shtml,Maryland Criminal Record Screening Complaint (Ban the Box) - Employment Standards Service (ESS) – 
Maryland,mini_warn,Mini-WARN & Separation Notices,https://labor.maryland.gov/employment/warn.shtml,Work Adjustment and Retraining Notification (WARN) and Other Dislocation Notices – 
Maryland,everify,E-Verify / Employment Verification,https://www.uscis.gov/sites/default/files/document/forms/i-9instr.pdf,"Instructions for Form I-9, Employment Eligibility Verification – "
Maryland,workers_comp,Workers’ Compensation Requirements,https://msa.maryland.gov/msa/mdmanual/25ind/html/80workf.html,Maryland State Workers' Compensation Commission - Origin ... – 
Maryland,prevailing_wage,Prevailing Wage Laws (public contracts),https://labor.maryland.gov/labor/prev/,Prevailing Wage - Division of Labor and Industry – 
Maryland,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://law.justia.com/codes/maryland/labor-and-employment/title-3/subtitle-7/section-3-704/,2024 Maryland Statutes :: Labor and Employment :: Title 3 - Employment Standards and Conditions :: Subtitle 7 - Miscellaneous :: Section 3-704 - Day of Rest -- Retail and Wholesale Establishments – 
Maryland,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://doit.maryland.gov/policies/Documents/Policies/Interim-GenAI-Guidance.pdf,Interim GenAI Guidance – 
Maryland,right_to_work,Right-to-Work Laws (where applicable),https://www.dllr.state.md.us/labor/wagepay/wpatwill.shtml,Employment At-Will: Termination of Employment - The Maryland Guide to Wage Payment and Employment Standards – 
Maryland,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://dbm.maryland.gov/employees/pages/domesticviolencepolicy.aspx,Domestic Violence and the Workplace – 
Maryland,voting_leave,Voting / Civic Leave,https://govt.westlaw.com/mdc/Document/N306E64709CE011DB9BCF9DAC28345A2A?transitionType=Default&contextData=%28sc.Default%29,Maryland Code and Court Rules – 
Maryland,workplace_safety,Workplace Safety Requirements (OSHA or state-level),http://www.osha.gov/stateplans,State Plans | Occupational Safety and Health Administration – 
Maryland,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.marylandsaves.org/marylandsaves-and-the-law/,MarylandSaves and the Law - MarylandSaves – 
Massachusetts,minimum_wage,Minimum Wage,https://www.mass.gov/minimum-wage-program,Minimum Wage Program – 
Massachusetts,overtime,Overtime & Hours,https://www.mass.gov/info-details/massachusetts-law-about-overtime,Massachusetts law about overtime – 
Massachusetts,paid_sick_leave,Paid Sick Leave,https://www.mass.gov/info-details/massachusetts-law-about-sick-leave,Massachusetts law about sick leave – 
Massachusetts,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.mass.gov/orgs/department-of-family-and-medical-leave,Department of Family and Medical Leave (DFML) – 
Massachusetts,final_pay,Final Pay / Vacation Payout,https://www.mass.gov/info-details/massachusetts-law-about-vacation-leave,Massachusetts law about vacation leave – 
Massachusetts,pay_frequency,Pay Frequency & Payday Timing,https://www.mass.gov/guides/pay-and-recordkeeping,Pay and recordkeeping – 
Massachusetts,harassment_training,Harassment Training,https://www.mass.gov/info-details/about-harassment-in-the-workplace,About Harassment in the Workplace – 
Massachusetts,posting_requirements,Posting Requirements,https://www.mass.gov/info-details/massachusetts-workplace-poster-requirements,Massachusetts workplace poster requirements – 
Massachusetts,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://www.framinghamma.gov/DocumentCenter/View/30391/Pregnant-Workers-Fairness-Act-4-1-2018,Pregnant Workers Fairness Act Issued 1/23/2018 – 
Massachusetts,meal_rest_breaks,Meal & Rest Breaks,https://www.mass.gov/guides/breaks-and-time-off,Breaks and time off – 
Massachusetts,jury_duty_leave,Jury Duty Leave,https://www.mass.gov/info-details/massachusetts-law-about-employment-leave-for-jury-duty,Massachusetts law about employment leave for jury duty – 
Massachusetts,bereavement_leave,Bereavement Leave,https://www.mass.gov/doc/signedimpmemononeco0306doc/download,The Commonwealth of Massachusetts – 
Massachusetts,non_compete,Non-Compete Enforcement Rules,https://www.mass.gov/info-details/massachusetts-law-about-noncompetition-agreements,Massachusetts law about noncompetition agreements – 
Massachusetts,background_checks,Background Check / Ban-the-Box,https://www.mass.gov/guides/guide-to-criminal-records-in-employment-and-housing,Guide to Criminal Records in Employment and Housing – 
Massachusetts,mini_warn,Mini-WARN & Separation Notices,https://www.mass.gov/info-details/massachusetts-law-about-employment-termination,Massachusetts law about employment termination – 
Massachusetts,everify,E-Verify / Employment Verification,https://www.mass.gov/info-details/massachusetts-law-about-hiring-employees,Massachusetts law about hiring employees – 
Massachusetts,workers_comp,Workers’ Compensation Requirements,https://www.mass.gov/info-details/workers-compensation-insurance-requirements,Workers' Compensation Insurance Requirements – 
Massachusetts,prevailing_wage,Prevailing Wage Laws (public contracts),https://www.mass.gov/info-details/prevailing-wage-for-contractors,Prevailing wage: for contractors – 
Massachusetts,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXXI/Chapter149/Section48,"Part I, Title XXI, Chapter 149, Section 48 – "
Massachusetts,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.multistate.ai/ai-policy-overview-massachusetts,Massachusetts AI Policy | Track State AI Legislation — multistate.ai – 
